Order_Line,Order_ID,Bar_code_value,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Product_ID,Sales,Quantity,Discount,Profit,Customer_Name,Segment,Age,Country,City,State,Postal_Code,Region,Order_Year,Order_Month,Order_Month_Name
9042,OF-2023-110310,70281420,2025-04-19,2025-04-25,Standard Class,NB-18655,OFF-BI-10001097,5.607,3,0.7,-3.9249,Nona Balk,Corporate,42,United States,Dallas,Texas,75217.0,Central,2025,4,Apr
9043,OF-2023-110310,45365404,2025-04-19,2025-04-25,Standard Class,NB-18655,OFF-AR-10001662,6.576,3,0.2,0.5754,Nona Balk,Corporate,42,United States,Dallas,Texas,75217.0,Central,2025,4,Apr
9044,OF-2023-118367,43767901,2025-04-20,2025-04-25,Second Class,LO-17170,OFF-EN-10004386,47.98,2,0.0,23.99,Lori Olson,Corporate,29,United States,La Quinta,California,92253.0,West,2025,4,Apr
9045,OF-2023-111262,51315300,2025-04-20,2025-04-24,Second Class,KH-16510,TEC-AC-10002167,24.0,2,0.2,-2.7,Keith Herrera,Consumer,27,United States,San Francisco,California,94110.0,West,2025,4,Apr
9046,OF-2023-111262,18628034,2025-04-20,2025-04-24,Second Class,KH-16510,OFF-PA-10001937,15.552,3,0.2,5.4432,Keith Herrera,Consumer,27,United States,San Francisco,California,94110.0,West,2025,4,Apr
9047,OF-2023-111262,52865506,2025-04-20,2025-04-24,Second Class,KH-16510,TEC-AC-10004510,26.176,2,0.2,-3.272,Keith Herrera,Consumer,27,United States,San Francisco,California,94110.0,West,2025,4,Apr
9048,OF-2023-139353,59815522,2025-04-20,2025-04-22,Second Class,JM-15250,FUR-FU-10001876,77.952,3,0.2,15.5904,Janet Martin,Consumer,62,United States,Charlotte,North Carolina,28205.0,South,2025,4,Apr
9049,OF-2023-139353,7890386,2025-04-20,2025-04-22,Second Class,JM-15250,OFF-ST-10001522,147.184,2,0.2,-29.4368,Janet Martin,Consumer,62,United States,Charlotte,North Carolina,28205.0,South,2025,4,Apr
9050,OF-2023-139353,92389047,2025-04-20,2025-04-22,Second Class,JM-15250,OFF-PA-10000300,47.952,3,0.2,16.1838,Janet Martin,Consumer,62,United States,Charlotte,North Carolina,28205.0,South,2025,4,Apr
9051,OF-2023-160661,74381018,2025-04-20,2025-04-24,Standard Class,SA-20830,OFF-LA-10002475,21.93,3,0.0,10.3071,Sue Ann Reed,Consumer,34,United States,Chicago,Illinois,60610.0,Central,2025,4,Apr
9052,OF-2023-160983,19178552,2025-04-21,2025-04-23,Second Class,GB-14530,OFF-PA-10002250,46.96,8,0.0,22.5408,George Bell,Corporate,41,United States,Auburn,New York,13021.0,East,2025,4,Apr
9053,OF-2023-139661,19577015,2025-04-22,2025-04-26,Standard Class,JW-15220,FUR-FU-10002885,9.64,2,0.0,3.6632,Jane Waco,Corporate,24,United States,Vancouver,Washington,98661.0,West,2025,4,Apr
9054,OF-2023-127285,67383579,2025-04-22,2025-04-29,Standard Class,MM-18055,OFF-BI-10004330,88.752,3,0.2,27.735,Michelle Moray,Consumer,19,United States,Seattle,Washington,98115.0,West,2025,4,Apr
9055,OF-2023-127285,58963792,2025-04-22,2025-04-29,Standard Class,MM-18055,OFF-BI-10002072,13.904,2,0.2,5.214,Michelle Moray,Consumer,19,United States,Seattle,Washington,98115.0,West,2025,4,Apr
9056,OF-2023-123491,32404526,2025-04-22,2025-04-28,Standard Class,JK-15205,OFF-LA-10003077,43.86,6,0.0,20.6142,Jamie Kunitz,Consumer,48,United States,San Francisco,California,94122.0,West,2025,4,Apr
9057,OF-2023-123491,13983572,2025-04-22,2025-04-28,Standard Class,JK-15205,TEC-PH-10003505,148.48,2,0.2,16.704,Jamie Kunitz,Consumer,48,United States,San Francisco,California,94122.0,West,2025,4,Apr
9058,OF-2023-123491,39828344,2025-04-22,2025-04-28,Standard Class,JK-15205,OFF-PA-10003424,7.42,2,0.0,3.71,Jamie Kunitz,Consumer,48,United States,San Francisco,California,94122.0,West,2025,4,Apr
9059,OF-2023-123491,26729939,2025-04-22,2025-04-28,Standard Class,JK-15205,FUR-CH-10003061,71.992,1,0.2,-0.8999,Jamie Kunitz,Consumer,48,United States,San Francisco,California,94122.0,West,2025,4,Apr
9060,OF-2023-123491,11236042,2025-04-22,2025-04-28,Standard Class,JK-15205,OFF-AR-10003514,19.9,5,0.0,6.567,Jamie Kunitz,Consumer,48,United States,San Francisco,California,94122.0,West,2025,4,Apr
9061,OF-2023-123491,8245296,2025-04-22,2025-04-28,Standard Class,JK-15205,OFF-AP-10002684,1702.12,14,0.0,510.636,Jamie Kunitz,Consumer,48,United States,San Francisco,California,94122.0,West,2025,4,Apr
9062,OF-2023-152807,79471550,2025-04-22,2025-04-26,Standard Class,MC-18100,OFF-PA-10004355,20.736,4,0.2,7.2576,Mick Crebagga,Consumer,65,United States,El Paso,Texas,79907.0,Central,2025,4,Apr
9063,OF-2023-152807,14245519,2025-04-22,2025-04-26,Standard Class,MC-18100,FUR-FU-10004415,7.168,2,0.2,0.9856,Mick Crebagga,Consumer,65,United States,El Paso,Texas,79907.0,Central,2025,4,Apr
9064,OF-2023-152807,85719509,2025-04-22,2025-04-26,Standard Class,MC-18100,OFF-ST-10002486,11.168,2,0.2,-2.5128,Mick Crebagga,Consumer,65,United States,El Paso,Texas,79907.0,Central,2025,4,Apr
9065,OF-2023-152807,66078726,2025-04-22,2025-04-26,Standard Class,MC-18100,TEC-AC-10001142,442.4,7,0.2,-55.3,Mick Crebagga,Consumer,65,United States,El Paso,Texas,79907.0,Central,2025,4,Apr
9066,OF-2023-142622,58194256,2025-04-22,2025-04-25,First Class,JK-15625,FUR-CH-10003833,97.568,2,0.2,-6.098,Jim Karlsson,Consumer,34,United States,Seattle,Washington,98115.0,West,2025,4,Apr
9067,OF-2023-142622,34262707,2025-04-22,2025-04-25,First Class,JK-15625,FUR-CH-10004289,614.272,8,0.2,-23.0352,Jim Karlsson,Consumer,34,United States,Seattle,Washington,98115.0,West,2025,4,Apr
9068,OF-2023-142622,78767921,2025-04-22,2025-04-25,First Class,JK-15625,FUR-BO-10004467,199.98,2,0.0,37.9962,Jim Karlsson,Consumer,34,United States,Seattle,Washington,98115.0,West,2025,4,Apr
9069,OF-2023-152583,66852374,2025-04-22,2025-04-22,Same Day,RA-19945,FUR-FU-10003849,16.192,2,0.6,-8.5008,Ryan Akin,Consumer,39,United States,Murrieta,California,92563.0,West,2025,4,Apr
9070,OF-2023-152583,11208292,2025-04-22,2025-04-22,Same Day,RA-19945,FUR-TA-10002041,251.006,2,0.3,-68.1302,Ryan Akin,Consumer,39,United States,Murrieta,California,92563.0,West,2025,4,Apr
9071,OF-2023-152583,82108262,2025-04-22,2025-04-22,Same Day,RA-19945,OFF-ST-10002214,54.192,6,0.2,4.0644,Ryan Akin,Consumer,39,United States,Murrieta,California,92563.0,West,2025,4,Apr
9072,OF-2023-155292,95227917,2025-04-22,2025-04-24,First Class,RD-19810,OFF-ST-10004963,105.98,7,0.0,4.2392,Ross DeVincentis,Home Office,35,United States,Los Angeles,California,90045.0,West,2025,4,Apr
9073,OF-2023-155292,76584329,2025-04-22,2025-04-24,First Class,RD-19810,OFF-SU-10002573,35.06,2,0.0,10.518,Ross DeVincentis,Home Office,35,United States,Los Angeles,California,90045.0,West,2025,4,Apr
9074,OF-2023-155292,1121481,2025-04-22,2025-04-24,First Class,RD-19810,FUR-CH-10000553,33.94,1,0.0,9.1638,Ross DeVincentis,Home Office,35,United States,Los Angeles,California,90045.0,West,2025,4,Apr
9075,OF-2023-155292,86424348,2025-04-22,2025-04-24,First Class,RD-19810,OFF-LA-10001982,30.0,8,0.0,14.4,Ross DeVincentis,Home Office,35,United States,Los Angeles,California,90045.0,West,2025,4,Apr
9076,OF-2023-131632,69650808,2025-04-23,2025-04-27,Standard Class,AH-10120,OFF-AR-10003651,5.248,2,0.2,0.5904,Adrian Hane,Home Office,27,United States,Tucson,Arizona,85705.0,West,2025,4,Apr
9077,OF-2023-117114,70291138,2025-04-23,2025-04-28,Standard Class,CY-12745,TEC-PH-10004042,508.768,4,0.2,38.1576,Craig Yedwab,Corporate,36,United States,Oakland,California,94601.0,West,2025,4,Apr
9078,OF-2023-117114,87001518,2025-04-23,2025-04-28,Standard Class,CY-12745,OFF-EN-10001137,9.912,3,0.2,3.2214,Craig Yedwab,Corporate,36,United States,Oakland,California,94601.0,West,2025,4,Apr
9079,OF-2023-123967,96661441,2025-04-24,2025-04-26,Second Class,SF-20200,OFF-BI-10001308,25.12,5,0.2,7.85,Sarah Foster,Consumer,38,United States,Marysville,Washington,98270.0,West,2025,4,Apr
9080,OF-2023-123967,42499061,2025-04-24,2025-04-26,Second Class,SF-20200,FUR-TA-10003954,2665.62,9,0.0,239.9058,Sarah Foster,Consumer,38,United States,Marysville,Washington,98270.0,West,2025,4,Apr
9081,OF-2023-104136,89367693,2025-04-24,2025-04-27,Second Class,SF-20065,OFF-PA-10004243,189.7,10,0.0,91.056,Sandra Flanagan,Consumer,41,United States,Philadelphia,Pennsylvania,19140.0,East,2025,4,Apr
9082,OF-2023-104136,25691688,2025-04-24,2025-04-27,Second Class,SF-20065,OFF-PA-10001033,40.99,1,0.0,20.0851,Sandra Flanagan,Consumer,41,United States,Philadelphia,Pennsylvania,19140.0,East,2025,4,Apr
9083,OF-2023-164049,93884764,2025-04-25,2025-04-29,Standard Class,KH-16630,OFF-PA-10000791,23.85,5,0.0,10.7325,Ken Heidel,Corporate,34,United States,San Antonio,Texas,78207.0,Central,2025,4,Apr
9084,OF-2023-116358,19685390,2025-04-25,2025-04-29,Standard Class,KM-16225,OFF-FA-10003495,18.24,3,0.0,9.12,Kalyca Meade,Corporate,57,United States,New York City,New York,10011.0,East,2025,4,Apr
9085,OF-2023-116358,92738417,2025-04-25,2025-04-29,Standard Class,KM-16225,OFF-AR-10004685,27.78,6,0.0,9.1674,Kalyca Meade,Corporate,57,United States,New York City,New York,10011.0,East,2025,4,Apr
9086,ON-2023-163790,95991792,2025-04-25,2025-04-27,Second Class,NL-18310,OFF-EN-10001335,76.58,7,0.0,38.29,Nancy Lomonaco,Home Office,69,United States,Los Angeles,California,90045.0,West,2025,4,Apr
9087,ON-2023-163790,20141560,2025-04-25,2025-04-27,Second Class,NL-18310,OFF-AR-10003469,8.8,5,0.0,4.224,Nancy Lomonaco,Home Office,69,United States,Los Angeles,California,90045.0,West,2025,4,Apr
9088,ON-2023-163790,15564916,2025-04-25,2025-04-27,Second Class,NL-18310,OFF-BI-10003718,590.352,6,0.2,206.6232,Nancy Lomonaco,Home Office,69,United States,Los Angeles,California,90045.0,West,2025,4,Apr
9089,ON-2023-163790,83289145,2025-04-25,2025-04-27,Second Class,NL-18310,OFF-FA-10004838,5.58,3,0.0,0.1674,Nancy Lomonaco,Home Office,69,United States,Los Angeles,California,90045.0,West,2025,4,Apr
9090,ON-2023-163790,26944628,2025-04-25,2025-04-27,Second Class,NL-18310,FUR-FU-10002508,25.02,3,0.0,10.5084,Nancy Lomonaco,Home Office,69,United States,Los Angeles,California,90045.0,West,2025,4,Apr
9091,ON-2023-163790,36088943,2025-04-25,2025-04-27,Second Class,NL-18310,OFF-ST-10001511,452.55,7,0.0,22.6275,Nancy Lomonaco,Home Office,69,United States,Los Angeles,California,90045.0,West,2025,4,Apr
9092,OF-2023-143567,75669445,2025-04-25,2025-04-28,Second Class,TB-21175,OFF-EN-10004846,5.32,2,0.0,2.6068,Thomas Boland,Corporate,45,United States,Houston,Texas,77041.0,Central,2025,4,Apr
9093,OF-2023-143567,83203147,2025-04-25,2025-04-28,Second Class,TB-21175,FUR-CH-10000454,975.92,4,0.0,292.776,Thomas Boland,Corporate,45,United States,Houston,Texas,77041.0,Central,2025,4,Apr
9094,OF-2023-143567,40904668,2025-04-25,2025-04-28,Second Class,TB-21175,TEC-AC-10004145,2249.91,9,0.0,517.4793,Thomas Boland,Corporate,45,United States,Houston,Texas,77041.0,Central,2025,4,Apr
9095,OF-2023-143567,27576246,2025-04-25,2025-04-28,Second Class,TB-21175,OFF-ST-10001580,59.92,4,0.0,16.7776,Thomas Boland,Corporate,45,United States,Houston,Texas,77041.0,Central,2025,4,Apr
9096,OF-2023-127782,66216741,2025-04-25,2025-04-29,Standard Class,TH-21115,FUR-FU-10001847,3.312,1,0.2,0.6624,Thea Hudgings,Corporate,38,United States,Philadelphia,Pennsylvania,19140.0,East,2025,4,Apr
9097,OF-2023-127782,36401257,2025-04-25,2025-04-29,Standard Class,TH-21115,OFF-AP-10001962,20.136,3,0.2,1.2585,Thea Hudgings,Corporate,38,United States,Philadelphia,Pennsylvania,19140.0,East,2025,4,Apr
9098,OF-2023-127782,98106775,2025-04-25,2025-04-29,Standard Class,TH-21115,OFF-EN-10003845,8.856,3,0.2,2.8782,Thea Hudgings,Corporate,38,United States,Philadelphia,Pennsylvania,19140.0,East,2025,4,Apr
9099,OF-2023-127782,46887939,2025-04-25,2025-04-29,Standard Class,TH-21115,TEC-PH-10001817,859.2,4,0.4,-186.16,Thea Hudgings,Corporate,38,United States,Philadelphia,Pennsylvania,19140.0,East,2025,4,Apr
9100,OF-2023-168179,89178351,2025-04-25,2025-04-30,Standard Class,JB-16000,OFF-PA-10001800,19.44,3,0.0,9.3312,Joy Bell-,Consumer,46,United States,Brownsville,Texas,78521.0,Central,2025,4,Apr
9101,OF-2023-141425,2822931,2025-04-25,2025-04-29,Second Class,AR-10825,OFF-SU-10000646,384.592,2,0.2,-81.7258,Anthony Rawles,Corporate,39,United States,Vancouver,Washington,98661.0,West,2025,4,Apr
9102,ON-2023-115609,28815165,2025-04-25,2025-04-30,Standard Class,CS-12505,OFF-AP-10003040,168.1,5,0.0,43.706,Cindy Stewart,Consumer,41,United States,Thomasville,North Carolina,27360.0,South,2025,4,Apr
9103,ON-2023-145597,90534877,2025-04-25,2025-04-28,First Class,GG-14650,OFF-AR-10001958,54.336,4,0.2,5.4336,Greg Guthrie,Corporate,51,United States,Bristol,Tennessee,37620.0,South,2025,4,Apr
9104,OF-2023-167227,18161549,2025-04-25,2025-04-28,First Class,NP-18670,OFF-AP-10001962,83.9,10,0.0,20.975,Nora Paige,Consumer,64,United States,Edmond,Oklahoma,73034.0,Central,2025,4,Apr
9105,OF-2023-167227,98698090,2025-04-25,2025-04-28,First Class,NP-18670,OFF-PA-10001838,11.76,2,0.0,5.7624,Nora Paige,Consumer,64,United States,Edmond,Oklahoma,73034.0,Central,2025,4,Apr
9106,OF-2023-120061,93633577,2025-04-25,2025-04-30,Second Class,SR-20425,FUR-CH-10001973,155.372,2,0.3,-35.5136,Sharelle Roach,Home Office,25,United States,Louisville,Colorado,80027.0,West,2025,4,Apr
9107,OF-2023-169005,52603825,2025-04-25,2025-04-29,Standard Class,BG-11035,OFF-AR-10000246,5.56,2,0.0,1.4456,Barry Gonzalez,Consumer,57,United States,Monroe,Louisiana,71203.0,South,2025,4,Apr
9108,OF-2023-153339,16359347,2025-04-26,2025-04-28,Second Class,DJ-13510,FUR-FU-10001967,15.992,1,0.2,0.9995,Don Jones,Corporate,67,United States,Murfreesboro,Tennessee,37130.0,South,2025,4,Apr
9109,OF-2023-142636,64203916,2025-04-26,2025-04-30,Standard Class,KC-16675,OFF-PA-10000157,139.86,7,0.0,65.7342,Kimberly Carter,Corporate,31,United States,Seattle,Washington,98105.0,West,2025,4,Apr
9110,OF-2023-142636,24841314,2025-04-26,2025-04-30,Standard Class,KC-16675,FUR-CH-10001891,307.136,4,0.2,26.8744,Kimberly Carter,Corporate,31,United States,Seattle,Washington,98105.0,West,2025,4,Apr
9111,OF-2023-126046,18749783,2025-04-26,2025-04-30,Standard Class,JC-16105,OFF-LA-10004484,12.39,3,0.0,5.6994,Julie Creighton,Corporate,56,United States,Durham,North Carolina,27707.0,South,2025,4,Apr
9112,OF-2023-143329,72719912,2025-04-26,2025-05-01,Standard Class,DL-13330,FUR-FU-10000629,41.37,3,0.0,17.3754,Denise Leinenbach,Consumer,69,United States,Las Cruces,New Mexico,88001.0,West,2025,4,Apr
9113,OF-2023-121615,40027994,2025-04-26,2025-05-02,Standard Class,DL-12925,OFF-PA-10000327,8.56,2,0.0,3.852,Daniel Lacy,Consumer,23,United States,Oceanside,California,92054.0,West,2025,4,Apr
9114,OF-2023-121615,2455903,2025-04-26,2025-05-02,Standard Class,DL-12925,OFF-ST-10001325,52.4,5,0.0,14.148,Daniel Lacy,Consumer,23,United States,Oceanside,California,92054.0,West,2025,4,Apr
9115,OF-2023-121615,84530681,2025-04-26,2025-05-02,Standard Class,DL-12925,OFF-LA-10001771,14.94,3,0.0,6.8724,Daniel Lacy,Consumer,23,United States,Oceanside,California,92054.0,West,2025,4,Apr
9116,OF-2023-110429,82689354,2025-04-26,2025-05-01,Standard Class,DM-13015,OFF-BI-10000216,11.673,3,0.7,-7.782,Darrin Martin,Consumer,53,United States,Encinitas,California,92024.0,West,2025,4,Apr
9117,ON-2023-110989,61645351,2025-04-26,2025-04-28,Second Class,EJ-14155,TEC-AC-10002345,43.5,3,0.0,10.875,Eva Jacobs,Consumer,22,United States,Gulfport,Mississippi,39503.0,South,2025,4,Apr
9118,OF-2023-103009,82367189,2025-04-26,2025-04-28,Second Class,PJ-18835,OFF-PA-10001215,26.4,5,0.0,11.88,Patrick Jones,Corporate,19,United States,Murfreesboro,Tennessee,37130.0,South,2025,4,Apr
9119,OF-2023-148320,39445222,2025-04-26,2025-05-01,Standard Class,PG-18895,OFF-PA-10003022,35.88,6,0.0,17.5812,Paul Gonzalez,Consumer,64,United States,Rochester,Minnesota,55901.0,Central,2025,4,Apr
9120,OF-2023-161130,94663533,2025-04-26,2025-05-01,Standard Class,BF-11275,TEC-PH-10002549,361.376,2,0.2,27.1032,Beth Fritzler,Corporate,21,United States,Tucson,Arizona,85705.0,West,2025,4,Apr
9121,ON-2023-101518,38994920,2025-04-26,2025-05-01,Standard Class,PB-19105,TEC-AC-10001553,40.776,3,0.2,0.5097,Peter Buhler,Consumer,32,United States,Evanston,Illinois,60201.0,Central,2025,4,Apr
9122,ON-2023-105998,76865762,2025-04-26,2025-04-28,First Class,CR-12580,TEC-AC-10004469,199.75,5,0.0,87.89,Clay Rozendal,Home Office,52,United States,Elmhurst,Illinois,60126.0,Central,2025,4,Apr
9123,ON-2023-105998,60203444,2025-04-26,2025-04-28,First Class,CR-12580,FUR-TA-10001095,1673.184,12,0.2,20.9148,Clay Rozendal,Home Office,52,United States,Elmhurst,Illinois,60126.0,Central,2025,4,Apr
9124,OF-2023-130834,76240505,2025-04-26,2025-04-29,Second Class,JM-16195,OFF-PA-10003673,16.272,3,0.2,5.2884,Justin MacKendrick,Consumer,18,United States,Los Angeles,California,90004.0,West,2025,4,Apr
9125,ON-2023-168802,34558379,2025-04-26,2025-04-30,Standard Class,JO-15145,OFF-BI-10002393,18.368,4,0.2,5.9696,Jack O'Briant,Corporate,68,United States,Philadelphia,Pennsylvania,19140.0,East,2025,4,Apr
9126,OF-2023-135419,98331129,2025-04-26,2025-05-02,Standard Class,BG-11740,FUR-TA-10001086,486.368,4,0.2,36.4776,Bruce Geld,Consumer,39,United States,Philadelphia,Pennsylvania,19120.0,East,2025,4,Apr
9127,OF-2023-100622,75839217,2025-04-26,2025-04-30,Standard Class,DK-13090,TEC-CO-10003236,959.984,2,0.2,311.9948,Dave Kipp,Consumer,24,United States,Seattle,Washington,98103.0,West,2025,4,Apr
9128,OF-2023-100622,83185494,2025-04-26,2025-04-30,Standard Class,DK-13090,OFF-BI-10002982,4.086,2,0.7,-2.9964,Dave Kipp,Consumer,24,United States,Seattle,Washington,98103.0,West,2025,4,Apr
9129,OF-2023-100622,39718905,2025-04-26,2025-04-30,Standard Class,DK-13090,OFF-AR-10004010,55.984,2,0.2,4.1988,Dave Kipp,Consumer,24,United States,Seattle,Washington,98103.0,West,2025,4,Apr
9130,OF-2023-100622,2244872,2025-04-26,2025-04-30,Standard Class,DK-13090,OFF-PA-10002947,10.688,2,0.2,3.7408,Dave Kipp,Consumer,24,United States,Seattle,Washington,98103.0,West,2025,4,Apr
9131,ON-2023-168116,72123271,2025-04-27,2025-04-27,Same Day,GT-14635,TEC-MA-10004125,7999.98,4,0.5,-3839.9904,Grant Thornton,Corporate,19,United States,Burlington,North Carolina,27217.0,South,2025,4,Apr
9132,ON-2023-168116,58599289,2025-04-27,2025-04-27,Same Day,GT-14635,OFF-AP-10002457,167.44,2,0.2,14.651,Grant Thornton,Corporate,19,United States,Burlington,North Carolina,27217.0,South,2025,4,Apr
9133,ON-2023-156083,71069221,2025-04-27,2025-05-04,Standard Class,JL-15175,OFF-PA-10001560,9.664,2,0.2,3.2616,James Lanier,Home Office,25,United States,Columbia,Tennessee,38401.0,South,2025,4,Apr
9134,OF-2023-105144,44416714,2025-04-27,2025-05-04,Standard Class,SZ-20035,OFF-LA-10003923,23.68,2,0.2,8.88,Sam Zeldin,Home Office,39,United States,Pico Rivera,California,90660.0,West,2025,4,Apr
9135,OF-2023-147760,4615192,2025-04-27,2025-04-28,First Class,KL-16555,FUR-TA-10004575,523.764,3,0.4,-192.0468,Kelly Lampkin,Corporate,60,United States,Colorado Springs,Colorado,80906.0,West,2025,4,Apr
9136,OF-2023-147760,88621812,2025-04-27,2025-04-28,First Class,KL-16555,TEC-PH-10002483,1359.96,5,0.2,118.9965,Kelly Lampkin,Corporate,60,United States,Colorado Springs,Colorado,80906.0,West,2025,4,Apr
9137,OF-2023-102610,64786912,2025-04-27,2025-05-01,Standard Class,CA-12265,TEC-AC-10000303,95.976,3,0.2,15.5961,Christina Anderson,Consumer,49,United States,Chicago,Illinois,60610.0,Central,2025,4,Apr
9138,OF-2023-102610,88187699,2025-04-27,2025-05-01,Standard Class,CA-12265,TEC-PH-10000127,143.928,9,0.2,-32.3838,Christina Anderson,Consumer,49,United States,Chicago,Illinois,60610.0,Central,2025,4,Apr
9139,OF-2023-102610,41123600,2025-04-27,2025-05-01,Standard Class,CA-12265,OFF-BI-10004364,3.564,2,0.7,-2.97,Christina Anderson,Consumer,49,United States,Chicago,Illinois,60610.0,Central,2025,4,Apr
9140,OF-2023-102610,19673201,2025-04-27,2025-05-01,Standard Class,CA-12265,OFF-LA-10002195,4.928,2,0.2,1.7248,Christina Anderson,Consumer,49,United States,Chicago,Illinois,60610.0,Central,2025,4,Apr
9141,OF-2023-121160,91117508,2025-04-27,2025-04-27,Same Day,FM-14290,OFF-BI-10001308,7.536,6,0.8,-13.188,Frank Merwin,Home Office,45,United States,Los Angeles,California,90032.0,West,2025,4,Apr
9142,OF-2023-121160,29573222,2025-04-27,2025-04-27,Same Day,FM-14290,OFF-BI-10003094,1.408,2,0.8,-2.3232,Frank Merwin,Home Office,45,United States,Los Angeles,California,90032.0,West,2025,4,Apr
9143,OF-2023-121160,91007536,2025-04-27,2025-04-27,Same Day,FM-14290,OFF-BI-10004040,4.144,4,0.8,-6.4232,Frank Merwin,Home Office,45,United States,Los Angeles,California,90032.0,West,2025,4,Apr
9144,OF-2023-121160,23721609,2025-04-27,2025-04-27,Same Day,FM-14290,OFF-ST-10002485,52.752,3,0.2,-12.5286,Frank Merwin,Home Office,45,United States,Los Angeles,California,90032.0,West,2025,4,Apr
9145,ON-2023-122672,87822890,2025-04-27,2025-05-02,Standard Class,HG-14965,TEC-AC-10002323,70.72,4,0.2,-6.188,Henry Goldwyn,Corporate,32,United States,Los Angeles,California,90032.0,West,2025,4,Apr
9146,ON-2023-122672,25399597,2025-04-27,2025-05-02,Standard Class,HG-14965,OFF-ST-10002344,194.352,3,0.2,-43.7292,Henry Goldwyn,Corporate,32,United States,Los Angeles,California,90032.0,West,2025,4,Apr
9147,OF-2023-159135,98549692,2025-04-27,2025-05-01,Standard Class,KM-16375,OFF-AR-10000657,4.3,2,0.0,1.419,Katherine Murray,Home Office,70,United States,Salem,Virginia,24153.0,South,2025,4,Apr
9148,ON-2023-107272,33407173,2025-04-28,2025-05-05,Standard Class,TS-21610,OFF-BI-10003274,2.388,2,0.7,-1.8308,Troy Staebel,Consumer,33,United States,Phoenix,Arizona,85023.0,West,2025,4,Apr
9149,ON-2023-107272,74849322,2025-04-28,2025-05-05,Standard Class,TS-21610,OFF-ST-10002974,243.992,7,0.2,30.499,Troy Staebel,Consumer,33,United States,Phoenix,Arizona,85023.0,West,2025,4,Apr
9150,ON-2023-111745,88775686,2025-04-28,2025-04-29,First Class,RA-19885,TEC-AC-10003911,159.99,1,0.0,54.3966,Ruben Ausman,Corporate,51,United States,Los Angeles,California,90049.0,West,2025,4,Apr
9151,OF-2023-116225,11803850,2025-04-28,2025-05-02,Standard Class,SV-20935,TEC-AC-10001432,390.75,5,0.0,171.93,Susan Vittorini,Consumer,53,United States,New York City,New York,10009.0,East,2025,4,Apr
9152,OF-2023-154732,53901048,2025-04-28,2025-04-30,First Class,AH-10195,OFF-BI-10000474,16.03,5,0.8,-25.648,Alan Haines,Corporate,67,United States,Tamarac,Florida,33319.0,South,2025,4,Apr
9153,OF-2023-114258,36474664,2025-04-28,2025-05-03,Second Class,EM-13825,TEC-PH-10003012,492.768,4,0.2,55.4364,Elizabeth Moffitt,Corporate,63,United States,Sioux Falls,South Dakota,57103.0,Central,2025,4,Apr
9154,OF-2023-157196,46200405,2025-04-28,2025-05-02,Standard Class,AA-10645,OFF-PA-10003172,12.96,2,0.0,6.2208,Anna Andreadi,Consumer,32,United States,Chester,Pennsylvania,19013.0,East,2025,4,Apr
9155,OF-2023-102925,22509711,2025-04-28,2025-05-03,Second Class,CD-12280,OFF-BI-10002735,164.688,6,0.2,55.5822,Christina DeMoss,Consumer,42,United States,Seattle,Washington,98105.0,West,2025,4,Apr
9156,OF-2023-102925,86373181,2025-04-28,2025-05-03,Second Class,CD-12280,FUR-TA-10003469,166.5,2,0.4,-66.6,Christina DeMoss,Consumer,42,United States,Seattle,Washington,98105.0,West,2025,4,Apr
9157,OF-2023-102925,6392017,2025-04-28,2025-05-03,Second Class,CD-12280,OFF-PA-10001870,12.96,2,0.0,6.2208,Christina DeMoss,Consumer,42,United States,Seattle,Washington,98105.0,West,2025,4,Apr
9158,OF-2023-102925,46178484,2025-04-28,2025-05-03,Second Class,CD-12280,OFF-PA-10004071,110.96,2,0.0,53.2608,Christina DeMoss,Consumer,42,United States,Seattle,Washington,98105.0,West,2025,4,Apr
9159,OF-2023-102925,97954471,2025-04-28,2025-05-03,Second Class,CD-12280,TEC-PH-10001448,99.98,2,0.0,3.9992,Christina DeMoss,Consumer,42,United States,Seattle,Washington,98105.0,West,2025,4,Apr
9160,OF-2023-102925,10414484,2025-04-28,2025-05-03,Second Class,CD-12280,OFF-BI-10002706,11.424,1,0.2,3.7128,Christina DeMoss,Consumer,42,United States,Seattle,Washington,98105.0,West,2025,4,Apr
9161,OF-2023-102925,37899850,2025-04-28,2025-05-03,Second Class,CD-12280,FUR-CH-10004875,128.124,2,0.1,24.2012,Christina DeMoss,Consumer,42,United States,Seattle,Washington,98105.0,West,2025,4,Apr
9162,OF-2023-102925,49273884,2025-04-28,2025-05-03,Second Class,CD-12280,FUR-FU-10004245,101.4,5,0.0,38.532,Christina DeMoss,Consumer,42,United States,Seattle,Washington,98105.0,West,2025,4,Apr
9163,OF-2023-118213,97182034,2025-04-28,2025-04-30,First Class,AB-10060,OFF-PA-10002615,4.41,1,0.0,2.0286,Adam Bellavance,Home Office,25,United States,New York City,New York,10009.0,East,2025,4,Apr
9164,OF-2023-118213,62267392,2025-04-28,2025-04-30,First Class,AB-10060,OFF-PA-10000565,167.94,3,0.0,82.2906,Adam Bellavance,Home Office,25,United States,New York City,New York,10009.0,East,2025,4,Apr
